movie_title,director_name,genres,imdb_score,plot_keywords
Up Close & Personal,Jon Avnet,Drama|Romance,6.1,journalism|news anchor|newscast|newscaster|tv journalism
The Tale of Despereaux,Sam Fell,Adventure|Animation|Comedy|Family|Fantasy,6.1,book|darkness|dungeon|princess|rat
Rules of Engagement,Unknown,Comedy|Romance,7.3,fiance|fiancee|magazine editor|naivety|womanizer
The Tuxedo,Kevin Donovan,Action|Comedy|Sci-Fi,5.3,chauffeur|hospital|secret agent|spying|tuxedo
Under Siege 2: Dark Territory,Geoff Murphy,Action|Thriller,5.4,colorado|niece|satellite|terrorist|train
Jack Ryan: Shadow Recruit,Kenneth Branagh,Action|Drama|Thriller,6.2,covert analyst|marine|russian|spy|stock market
Joy,David O. Russell,Biography|Comedy|Drama,6.6,based on real person|female inventor|mop|sales pitch|woman holding a shotgun
London Has Fallen,Babak Najafi,Action|Crime|Drama|Thriller,5.9,british|funeral|good versus evil|mole|sequel
Alien: Resurrection,Jean-Pierre Jeunet,Action|Horror|Sci-Fi,6.3,alien|blood|breeding|clone|scientist
Shooter,Antoine Fuqua,Action|Crime|Drama|Mystery|Thriller,7.2,colonel|ethiopia|marksman|on the run|rangefinder
The Boxtrolls,Graham Annable,Adventure|Animation|Comedy|Family|Fantasy,6.8,chase|puppet animation|red hat|stop motion animation|troll
Practical Magic,Griffin Dunne,Comedy|Drama|Fantasy|Romance,6.1,curse|death|island|love|magic
The Lego Movie,Phil Lord,Action|Adventure|Animation|Comedy|Family|Fantasy,7.8,based on toy|dual personality|evil businessman|good cop bad cop|lego
Miss Congeniality 2: Armed and Fabulous,John Pasquin,Action|Comedy|Crime,5.0,bodyguard|fbi|fbi agent|female protagonist|undercover
Reign of Fire,Rob Bowman,Action|Adventure|Fantasy|Sci-Fi|Thriller,6.2,castle|dragon|fire breathing dragon|militia|survival
Gangster Squad,Ruben Fleischer,Action|Crime|Drama|Thriller,6.7,good versus evil|machine gun|mobster|police vigilantism|year 1949
Year One,Harold Ramis,Adventure|Comedy,4.9,abraham|hunter|princess|sodom|tribe
Invictus,Clint Eastwood,Biography|Drama|History|Sport,7.4,apartheid|nation|nelson mandela|president|rugby
State of Play,Kevin Macdonald,Crime|Drama|Mystery|Thriller,7.1,congressman|conspiracy|newspaper|political conspiracy|subway
Duplicity,Tony Gilroy,Comedy|Crime|Romance|Thriller,6.2,ceo|dubai|product|rivalry|spy
My Favorite Martian,Donald Petrie,Comedy|Family|Sci-Fi,4.9,alien|hidden camera|martian|reporter|spaceship
The Sentinel,Clark Johnson,Action|Crime|Thriller,6.1,first lady|framed|investigation|president|secret service
Planet 51,Jorge Blanco,Adventure|Animation|Comedy|Family|Sci-Fi,6.1,alien|alien planet|astronaut|planet|teenager
Star Trek: Nemesis,Stuart Baird,Action|Adventure|Sci-Fi|Thriller,6.4,earth|federation|romulan|slave|space
Intolerable Cruelty,Joel Coen,Comedy|Crime|Romance,6.3,attorney|divorce|marriage|real estate|screwball comedy
Trouble with the Curve,Robert Lorenz,Drama|Sport,6.8,aging|baseball|baseball scout|north carolina|pitcher
Edge of Darkness,Martin Campbell,Crime|Drama|Mystery|Thriller,6.6,activist|detective|father daughter relationship|investigation|vigilantism
The Relic,Peter Hyams,Horror|Mystery|Sci-Fi|Thriller,5.7,fire|helicopter|museum|police sergeant|relic
Analyze That,Harold Ramis,Comedy|Crime,5.9,blonde|mafia|mental illness|prison|second part
Righteous Kill,Jon Avnet,Action|Crime|Drama|Mystery|Thriller,6.0,blood splatter|execution|new york city|nypd|serial killer
Mercury Rising,Harold Becker,Action|Crime|Drama|Thriller,6.1,autistic child|boy|child in danger|fbi|nsa
The Soloist,Joe Wright,Biography|Drama|Music,6.7,columnist|journalist|los angeles times|musician|wearing a traffic cone as a hat
The Legend of Bagger Vance,Robert Redford,Drama|Fantasy|Sport,6.7,caddy|game|golf|golf course|golfer
Almost Famous,Cameron Crowe,Adventure|Comedy|Drama|Music,7.9,band|magazine|rolling stone magazine|smoking marijuana|tour
Garfield 2,Tim Hill,Animation|Comedy|Family|Fantasy,5.0,cat|england|lti txii|peugeot 206|rover 3 5 litre.coupe p5b
xXx: State of the Union,Lee Tamahori,Action|Adventure|Crime|Thriller,4.3,coup d'etat|mutiny|president|u.s. navy|washington d.c.
Priest,Scott Stewart,Action|Fantasy|Horror|Sci-Fi|Thriller,5.7,church|priest|sheriff|vampire|warrior
Sinbad: Legend of the Seven Seas,Patrick Gilmore,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,6.7,book|framed|goddess|prince|sinbad
Event Horizon,Paul W.S. Anderson,Horror|Sci-Fi|Thriller,6.7,solar system|space|spaceship|starship|year 2047
The Avengers,Joss Whedon,Action|Adventure|Sci-Fi,8.1,alien invasion|assassin|battle|iron man|soldier
Dragonfly,Tom Shadyac,Drama|Fantasy|Mystery|Romance|Thriller,6.1,death|doctor|grave|patient|venezuela
The Black Dahlia,Brian De Palma,Crime|Drama|Mystery|Thriller,5.6,black dahlia|boxer|corpse|death|partner
Flyboys,Tony Bill,Action|Adventure|Drama|History|Romance|War,6.6,american|france|military|pilot|training
The Last Castle,Rod Lurie,Action|Drama|Thriller,6.9,colonel|general|military|prison|three star general
Supernova,Walter Hill,Horror|Sci-Fi|Thriller,4.8,deep space|distress signal|explosion|mining|rescue
Winter's Tale,Akiva Goldsman,Drama|Fantasy|Mystery|Romance,6.2,black and white photograph|drawing with blood|falling through ice|playing piano|red haired woman
The Mortal Instruments: City of Bones,Harald Zwart,Fantasy|Horror|Mystery|Romance,6.0,battle|demon|magic|secret|warrior
Meet Dave,Brian Robbins,Adventure|Comedy|Family|Romance|Sci-Fi,4.9,alien|mutiny|orb|planet|spaceship
Dark Water,Walter Salles,Drama|Horror|Thriller,5.6,apartment|hello kitty|school|teacher|water
Edtv,Ron Howard,Comedy|Drama,6.1,female removes her clothes|one word title|producer|television|video store
Inkheart,Iain Softley,Adventure|Family|Fantasy,6.1,book|escape|girl|overalls|villain
The Spirit,Frank Miller,Action|Crime|Fantasy|Thriller,4.8,female star appears nude|pants falling down|samurai|white rat|woman in a towel
Mortdecai,David Koepp,Action|Comedy|Mystery|Romance,5.5,art dealer|fake painting|macguffin|moustache|stolen painting
In the Name of the King: A Dungeon Siege Tale,Uwe Boll,Action|Adventure|Fantasy|Thriller,3.8,farmer|king|krug|rescue|wizard
Beyond Borders,Martin Campbell,Adventure|Drama|Romance|War,6.5,africa|american|border|doctor|well
Xi you ji zhi: Sun Wukong san da Baigu Jing,Pou-Soi Cheang,Action|Adventure|Fantasy,6.0,buddhism|demon|journey to the west|monk|monkey king
The Great Raid,John Dahl,Action|Drama|War,6.7,american|lieutenant colonel|mission|rescue|soldier
Deadpool,Tim Miller,Action|Adventure|Comedy|Romance|Sci-Fi,8.1,based on comic book|breaking the fourth wall|mercenary|mutant|self healing
Holy Man,Stephen Herek,Comedy|Drama,4.9,1990s|evangelist|professional rivalry|swimming pool|televangelist
American Sniper,Clint Eastwood,Action|Biography|Drama|History|Thriller|War,7.3,assassin|death of child|iraq|sniper|sniper rifle
Goosebumps,Rob Letterman,Adventure|Comedy|Family|Fantasy|Horror,6.4,based on book|blob|ferris wheel|manuscript|monster
"Sabrina, the Teenage Witch",Unknown,Comedy|Family|Fantasy,6.6,female protagonist|hereditary gift of witchcraft|magic|supernatural|witch
Just Like Heaven,Mark Waters,Comedy|Fantasy|Romance,6.7,apartment|architect|coma|doctor|spirit
The Flintstones in Viva Rock Vegas,Brian Levant,Comedy|Family|Romance|Sci-Fi,3.6,based on tv series|love|prequel|the flintstones|title appears in song
Rambo III,Peter MacDonald,Action|Adventure|Thriller|War,5.7,afghanistan|colonel|rambo|rescue|soviet
Leatherheads,George Clooney,Comedy|Drama|Romance|Sport,6.0,college football|fight|football|hero|surrender
The Ridiculous 6,Frank Coraci,Comedy|Western,4.9,apache|bank robbery|baseball|half brothers|white raised as indian
Did You Hear About the Morgans?,Marc Lawrence,Comedy|Drama|Romance,4.7,fbi|murder|witness|witness protection|wyoming
The Internship,Shawn Levy,Comedy,6.3,actor's picture shown in credits|animated credits|google|internship|still images in end credits
Resident Evil: Afterlife,Paul W.S. Anderson,Action|Adventure|Horror|Sci-Fi,5.9,alaska|female gunfighter|mutation|ship|siege
Red Tails,Anthony Hemingway,Action|Adventure|Drama|History|War,5.9,african american|battle|italy|tuskegee airmen|world war two
Sex and the City,Unknown,Comedy|Romance,7.0,casual sex|friendship|friendship between women|gay|singles
The Devil's Advocate,Taylor Hackford,Drama|Mystery|Thriller,7.5,deal with the devil|lawyer|money|reality|supernatural power
That's My Boy,Sean Anders,Comedy,5.6,argument|reference to vanilla ice|statutory rape|teacher student relationship|teacher student sex
DragonHeart,Rob Cohen,Action|Adventure|Fantasy,6.4,dragon|england|human dragon relationship|king|knight
After the Sunset,Brett Ratner,Action|Comedy|Crime|Drama,6.3,diamond|fbi|fbi agent|island|thief
Ghost Rider: Spirit of Vengeance,Mark Neveldine,Action|Fantasy|Thriller,4.3,deal with the devil|devil|eastern europe|ghost rider|monk
Captain Corelli's Mandolin,John Madden,Drama|Music|Romance|War,5.9,captain|greek|island|italian|love
Anger Management,Unknown,Comedy|Romance,6.7,anger management|argument|irony|sarcasm|therapist
The Pacifier,Adam Shankman,Action|Comedy|Drama|Family|Thriller,5.5,bodyguard|death of husband|male nanny|nanny|wrestling match
Walking Tall,Kevin Bray,Action|Crime,6.2,casino|football|sheriff|special forces|violence
Forrest Gump,Robert Zemeckis,Comedy|Drama,8.8,amputee|love|vietnam|vietnam war|war hero
Alvin and the Chipmunks,Tim Hill,Animation|Comedy|Family|Fantasy|Music,5.2,based on cartoon|chipmunk|concert|fart joke|talking animal
Meet the Parents,Jay Roach,Comedy,7.0,cat|cia|jewish|male nurse|nurse
Pocahontas,Mike Gabriel,Adventure|Animation|Drama|Family|History|Musical|Romance,6.6,actor playing multiple roles|love|one word title|unsubtitled foreign language|virginia
Superman,Richard Donner,Action|Adventure|Drama|Romance|Sci-Fi,7.3,1970s|clark kent|planet|superhero|year 1978
The Nutty Professor,Tom Shadyac,Comedy|Romance|Sci-Fi,5.6,face slap|formula|overweight|professor|teacher
Hitch,Andy Tennant,Comedy|Romance,6.6,advice|friendship|gossip|newspaper|quitting a job
George of the Jungle,Sam Weisman,Action|Adventure|Comedy|Family|Romance,5.4,animal companion|heiress|hero|jungle|male objectification
American Wedding,Jesse Dylan,Comedy|Romance,6.3,bachelor party|blow job|breasts|friend|wedding
Captain Phillips,Paul Greengrass,Biography|Drama|Thriller,7.9,hijacking|hostage|leader|ship|somalia
Date Night,Shawn Levy,Comedy|Crime|Romance|Thriller,6.3,city|new york city|night|reservation|restaurant
Casper,Brad Silberling,Comedy|Family|Fantasy,6.0,casper|friendly ghost|ghost|maine|mansion
The Equalizer,Antoine Fuqua,Action|Crime|Thriller,7.2,assassin|ex soldier|gangster|hanged man|mysterious past
Maid in Manhattan,Wayne Wang,Comedy|Drama|Romance,5.1,hotel|maid|new york city|place name in title|the bronx
Crimson Tide,Tony Scott,Action|Drama|Thriller|War,7.3,alabama|mutiny|order|radio|submarine
The Pursuit of Happyness,Gabriele Muccino,Biography|Drama,8.0,bus|intern|internship|salesman|stockbroker
Flightplan,Robert Schwentke,Drama|Mystery|Thriller,6.2,captain|flight|flight attendant|plane|search
Disclosure,Barry Levinson,Drama|Thriller,6.0,computer|marriage|non statutory female on male rape|promotion|sexual harassment
City of Angels,Brad Silberling,Drama|Fantasy|Romance,6.7,angel|doctor|fall|heart surgeon|hospital
Kill Bill: Vol. 1,Quentin Tarantino,Action,8.1,bride|coma|japan|revenge|sword
Bowfinger,Frank Oz,Comedy,6.4,film within a film|filmmaking|guerrilla filmmaking|making of a movie|scientology parody
Stargate SG-1,Unknown,Action|Adventure|Drama|Sci-Fi,8.4,2000s|21st century|alternate history|message from outer space|military
Kill Bill: Vol. 2,Quentin Tarantino,Action|Crime|Drama|Thriller,8.0,assassin|assassination|bride|death|vengeance
Tango & Cash,Andrey Konchalovskiy,Action|Comedy|Crime|Thriller,6.3,1980s|80s action|escape|plea bargain|prison
Death Becomes Her,Robert Zemeckis,Comedy|Fantasy|Horror,6.4,plastic surgeon|rejuvenation|revenge|rival|rivalry
Shanghai Noon,Tom Dey,Action|Adventure|Comedy|Western,6.6,19th century|chinese|princess|rescue|travel
Executive Decision,Stuart Baird,Action|Adventure|Thriller,6.4,bomb|hostage|military|plane|terrorist
Mr. Popper's Penguins,Mark Waters,Comedy|Family|Fantasy,6.0,father|penguin|snowglobe|son|winter
The Forbidden Kingdom,Rob Minkoff,Action|Adventure|Fantasy,6.6,monkey king|staff|teenager|urination|warrior
Free Birds,Jimmy Hayward,Adventure|Animation|Comedy|Family,5.9,chipmunk|hunting dog|sabotage|thanksgiving|turkey the bird
Alien 3,David Fincher,Action|Horror|Sci-Fi,6.4,alien|crash|planet|prison|survivor
Evita,Alan Parker,Biography|Drama|History|Musical,6.3,actress|argentina|military|politics|singer
Ronin,John Frankenheimer,Action|Adventure|Crime|Thriller,7.3,case|ex kgb|ronin|russian|suitcase
The Ghost and the Darkness,Stephen Hopkins,Adventure|Drama|Horror|Thriller,6.8,bridge|engineer|hunter|lion|railway
Paddington,Paul King,Animation|Comedy|Family|Fantasy,7.2,bear|ear wax cleaning|fake newsreel|paddington station london|taxidermist
The Watch,Akiva Schaffer,Action|Comedy|Sci-Fi,5.7,alien|escape|manager|neighborhood watch|ohio
The Hunted,William Friedkin,Action|Crime|Drama|Thriller,6.0,capture|combat|fbi|hunter|special forces
Instinct,Jon Turteltaub,Drama|Thriller,6.5,africa|anthropologist|murder|poacher|psychiatrist
Stuck on You,Bobby Farrelly,Comedy,5.8,actor|conjoined twins|cook|internet|short order cook
Semi-Pro,Kent Alterman,Comedy|Sport,5.8,flint michigan|merger|michigan|nba|team
The Pirates! Band of Misfits,Peter Lord,Adventure|Animation|Comedy|Family,6.7,charles darwin|cutlass|pirate|queen victoria|scientist
Changeling,Clint Eastwood,Crime|Drama|Mystery|Thriller,7.8,execution by hanging|los angeles police department|miscarriage of justice|missing child|wrongful conviction
Chain Reaction,Andrew Davis,Action|Drama|Sci-Fi|Thriller,5.6,cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion
The Fan,Tony Scott,Action|Drama|Sport|Thriller,5.8,baseball|fan|obsession|salesman|san francisco giants
The Phantom of the Opera,Joel Schumacher,Drama|Musical|Romance|Thriller,7.4,based on stage musical based on novel|disfigurement|mask|opera|singer
Elizabeth: The Golden Age,Shekhar Kapur,Biography|Drama|History|War,6.9,court|intrigue|queen|spain|virgin
Æon Flux,Karyn Kusama,Action|Sci-Fi,5.5,based on cult favorite|disease|female hero|female protagonist|future
Gods and Generals,Ron Maxwell,Drama|History|War,6.3,confederacy|hero|prequel|stonewall jackson|war hero
Turbulence,Robert Butler,Action|Thriller,4.7,airplane|christmas|marshal|pilot|u.s. marshal
Imagine That,Karey Kirkpatrick,Comedy|Drama|Family|Fantasy,5.6,blanket|competition|family relationships|feather|sleepover
Muppets Most Wanted,James Bobin,Adventure|Comedy|Crime|Family|Musical,6.4,europe|frog|gulag|prison break|puppet
Thunderbirds,Jonathan Frakes,Action|Adventure|Comedy|Family|Sci-Fi,4.2,astronaut|island|lady penelope|rescue|the hood
Burlesque,Steve Antin,Drama|Music|Musical|Romance,6.4,burlesque|dancer|iowa|small town girl|stage
A Very Long Engagement,Jean-Pierre Jeunet,Drama|Mystery|Romance|War,7.7,court martial|death|girl|no man's land|soldier
Lolita,Stanley Kubrick,Crime|Drama|Romance,7.7,lolita|nymphet|older man young girl relationship|professor|writer
Eye See You,Jim Gillespie,Crime|Horror|Mystery|Thriller,5.3,drill in the eye|eye gouging|hanged woman|murder|peep hole
Blade II,Guillermo del Toro,Action|Horror|Sci-Fi|Thriller,6.7,blade the character|cult film|mutation|vampire|warrior
Seven Pounds,Gabriele Muccino,Drama|Romance,7.7,boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption
Bullet to the Head,Walter Hill,Action|Thriller,5.7,bar|bullet|corruption|detective|lawyer
The Godfather: Part III,Francis Ford Coppola,Crime|Drama,7.6,1970s|family relationships|mob hit|opera|repeating history
Elizabethtown,Cameron Crowe,Comedy|Drama|Romance,6.4,flight|flight attendant|kentucky|shoes|travel
"You, Me and Dupree",Anthony Russo,Comedy|Romance,5.6,best friend|foot fetish|houseguest|newlywed|wedding
Superman II,Richard Lester,Action|Adventure|Romance|Sci-Fi,6.8,alien invasion|based on comic book|flying superhero|phantom zone|revenge
Gigli,Martin Brest,Comedy|Crime|Romance,2.4,gangster|hospital|lesbian|mob|thug
All the King's Men,Steven Zaillian,Drama|Thriller,6.2,governor|journalist|louisiana|mistress|politician
Shaft,John Singleton,Action|Crime|Thriller,5.9,blaxploitation|detective|drugs|shaft|trial
Anastasia,Don Bluth,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,7.1,amnesia|reference to anastasia romanov|romanov|russia|russian revolution
Moulin Rouge!,Baz Luhrmann,Drama|Musical|Romance,7.6,death of main character|eiffel tower paris|jealousy|tragedy|two suitors
Domestic Disturbance,Harold Becker,Crime|Mystery|Thriller,5.5,amateur detective|boat builder|boy|stepfather|witness
Black Mass,Scott Cooper,Biography|Crime|Drama,7.0,based on true story|boston massachusetts|fbi agent|gangster|true crime
Flags of Our Fathers,Clint Eastwood,Drama|History|War,7.1,imperial japan|japan|japanese army|japanese soldier|world war two
Law Abiding Citizen,F. Gary Gray,Crime|Drama|Thriller,7.4,attorney|deal|district attorney|investigation|justice
Grindhouse,Robert Rodriguez,Action|Horror|Thriller,7.6,anthropophagus|blood and gore|double feature|real twins playing twins|zombie
Beloved,Jonathan Demme,Drama|History|Horror,5.9,farm|freedom|ohio|slavery|spirit
Lucky You,Curtis Hanson,Drama|Romance|Sport,5.9,losing|poker|poker player|reference to frederic chopin|reference to johannes brahms
Catch Me If You Can,Steven Spielberg,Biography|Crime|Drama,8.0,attorney|cat and mouse|fbi|pan am|pilot
Zero Dark Thirty,Kathryn Bigelow,Drama|History|Thriller,7.4,al qaeda|cia|interrogation|lie|navy seal
The Break-Up,Peyton Reed,Comedy|Drama|Romance,5.8,art|break up|football video game|kitchen|talking to one's self in a mirror
Mamma Mia!,Phyllida Lloyd,Comedy|Family|Musical|Romance,6.3,bride|greece|island|mediterranean|wedding
Valentine's Day,Garry Marshall,Comedy|Romance,5.7,flower|indian restaurant|tv station|valentine|valentine's day
The Dukes of Hazzard,Jay Chandrasekhar,Action|Adventure|Comedy,5.1,1969 dodge charger|bikini|farm|misogynist|tow truck
The Thin Red Line,Terrence Malick,Drama|War,7.6,battle|hill|jungle|multiple perspectives|tropical island
